,P
3804.589474,2320.893492
3805.084211,2321.205874
3805.578947,2313.426266
3806.073684,2304.206177
3806.568421,2299.577354
3807.063158,2298.888585
3807.557895,2296.151819
3808.052632,2286.831272
3808.547368,2272.965867
3809.042105,2261.402504
3809.536842,2257.147139
3810.031579,2260.349664
3810.526316,2267.824483
3811.021053,2276.368237
3811.515789,2284.040577
3812.010526,2289.614193
3812.505263,2292.551528
3813,2292.816857
3813.494737,2291.180645
3813.989474,2288.925686
3814.484211,2287.76294
3814.978947,2288.748679
3815.473684,2290.707799
3815.968421,2291.087567
3816.463158,2288.441365
3816.957895,2285.111611
3817.452632,2285.465693
3817.947368,2291.009086
3818.442105,2297.991124
3818.936842,2300.835873
3819.431579,2297.871021
3819.926316,2292.184648
3820.421053,2288.355345
3820.915789,2288.050386
3821.410526,2289.350663
3821.905263,2289.294897
3822.4,2285.990273
3822.894737,2279.569414
3823.389474,2271.70079
3823.884211,2264.656282
3824.378947,2260.469426
3824.873684,2260.418878
3825.368421,2264.732986
3825.863158,2272.305791
3826.357895,2281.092725
3826.852632,2288.920994
3827.347368,2294.703697
3827.842105,2298.494357
3828.336842,2300.746109
3828.831579,2301.123894
3829.326316,2298.014142
3829.821053,2290.049083
3830.315789,2277.105208
3830.810526,2260.434067
3831.305263,2241.203552
3831.8,2220.524698
3832.294737,2200.809476
3832.789474,2185.501115
3833.284211,2175.748192
3833.778947,2167.665945
3834.273684,2155.759115
3834.768421,2136.817545
3835.263158,2110.843181
3835.757895,2079.727055
3836.252632,2046.869318
3836.747368,2018.597809
3837.242105,2002.113972
3837.736842,2000.541496
3838.231579,2010.061233
3838.726316,2023.851988
3839.221053,2037.364769
3839.715789,2049.206057
3840.210526,2060.461143
3840.705263,2073.394249
3841.2,2091.28735
3841.694737,2116.404199
3842.189474,2147.308103
3842.684211,2179.198381
3843.178947,2208.048754
3843.673684,2234.394461
3844.168421,2261.414962
3844.663158,2291.834261
3845.157895,2326.170457
3845.652632,2362.835012
3846.147368,2398.330082
3846.642105,2427.536731
3847.136842,2445.437491
3847.631579,2450.281291
3848.126316,2445.51758
3848.621053,2437.79437
3849.115789,2433.126918
3849.610526,2433.65879
3850.105263,2437.5678
3850.6,2441.467829
3851.094737,2443.269269
3851.589474,2442.203544
3852.084211,2438.524735
3852.578947,2434.557563
3853.073684,2434.369107
3853.568421,2441.309725
3854.063158,2454.569954
3854.557895,2469.741449
3855.052632,2482.592389
3855.547368,2492.171058
3856.042105,2499.284251
3856.536842,2503.117342
3857.031579,2501.21048
3857.526316,2491.984635
3858.021053,2476.084736
3858.515789,2455.101798
3859.010526,2429.499694
3859.505263,2398.153246
3860,2360.525461
3860.494737,2319.17255
3860.989474,2279.269103
3861.484211,2245.952152
3861.978947,2220.027066
3862.473684,2196.221712
3862.968421,2167.572968
3863.463158,2131.436695
3863.957895,2090.469781
3864.452632,2048.46773
3864.947368,2007.612273
3865.442105,1968.07551
3865.936842,1931.721381
3866.431579,1904.006198
3866.926316,1891.716141
3867.421053,1898.74847
3867.915789,1921.882214
3868.410526,1952.344331
3868.905263,1983.032547
3869.4,2014.399367
3869.894737,2050.431461
3870.389474,2089.406454
3870.884211,2122.55609
3871.378947,2142.740656
3871.873684,2151.944729
3872.368421,2158.753131
3872.863158,2169.27293
3873.357895,2182.062911
3873.852632,2191.391396
3874.347368,2192.334271
3874.842105,2181.539155
3875.336842,2157.865367
3875.831579,2123.302001
3876.326316,2082.065417
3876.821053,2039.275378
3877.315789,2000.460478
3877.810526,1972.452543
3878.305263,1959.55921
3878.8,1955.8885
3879.294737,1945.447389
3879.789474,1913.32381
3880.284211,1859.639882
3880.778947,1799.687929
3881.273684,1751.561323
3881.768421,1722.365336
3882.263158,1706.700862
3882.757895,1697.839418
3883.252632,1695.020477
3883.747368,1704.46624
3884.242105,1733.127577
3884.736842,1781.791736
3885.231579,1842.799353
3885.726316,1905.300375
3886.221053,1964.071273
3886.715789,2019.124625
3887.210526,2068.060293
3887.705263,2100.530658
3888.2,2106.056433
3888.694737,2088.580635
3889.189474,2069.241242
3889.684211,2071.254827
3890.178947,2099.874952
3890.673684,2141.987129
3891.168421,2181.973323
3891.663158,2214.761917
3892.157895,2243.69248
3892.652632,2271.504549
3893.147368,2297.782724
3893.642105,2321.270513
3894.136842,2343.23452
3894.631579,2367.57219
3895.126316,2397.915143
3895.621053,2432.982108
3896.115789,2465.352843
3896.610526,2485.522757
3897.105263,2488.836933
3897.6,2481.720301
3898.094737,2478.927011
3898.589474,2491.121028
3899.084211,2515.750985
3899.578947,2542.165601
3900.073684,2562.661506
3900.568421,2576.208319
3901.063158,2584.552403
3901.557895,2588.589492
3902.052632,2589.859052
3902.547368,2591.618267
3903.042105,2594.462811
3903.536842,2593.961705
3904.031579,2585.180103
3904.526316,2568.42955
3905.021053,2549.154614
3905.515789,2533.097428
3906.010526,2523.212872
3906.505263,2520.943289
3907,2528.135092
3907.5,2544.800847
3908,2566.568136
3908.5,2587.253507
3909,2603.050068
3909.5,2614.105256
3910,2622.49158
3910.5,2630.216567
3911,2638.773748
3911.5,2648.317079
3912,2656.958045
3912.5,2661.833348
3913,2662.700324
3913.5,2662.411464
3914,2662.029185
3914.5,2657.183278
3915,2640.2598
3915.5,2606.45139
3916,2557.11576
3916.5,2498.966426
3917,2440.919966
3917.5,2391.360327
3918,2355.950809
3918.5,2333.901829
3919,2318.174025
3919.5,2300.559415
3920,2277.381935
3920.5,2250.8119
3921,2224.226355
3921.5,2197.211854
3922,2164.61872
3922.5,2120.230303
3923,2061.828452
3923.5,1995.483907
3924,1937.068099
3924.5,1906.079148
3925,1913.883807
3925.5,1955.445654
3926,2013.404658
3926.5,2069.845816
3927,2113.428144
3927.5,2140.588731
3928,2153.819273
3928.5,2160.5272
3929,2169.929101
3929.5,2188.251109
3930,2215.754905
3930.5,2247.570098
3931,2278.844714
3931.5,2308.281691
3932,2338.270406
3932.5,2371.513168
3933,2407.533487
3933.5,2441.83344
3934,2467.063242
3934.5,2477.101802
3935,2471.488203
3935.5,2457.304916
3936,2446.064697
3936.5,2446.710153
3937,2460.328236
3937.5,2480.142339
3938,2497.029698
3938.5,2503.667452
3939,2496.712736
3939.5,2477.789574
3940,2452.213828
3940.5,2426.546908
3941,2404.966179
3941.5,2387.776108
3942,2371.360362
3942.5,2350.625637
3943,2323.184748
3943.5,2291.977726
3944,2265.442683
3944.5,2251.918272
3945,2252.999671
3945.5,2262.408246
3946,2270.809162
3946.5,2270.572631
3947,2256.637245
3947.5,2228.054376
3948,2188.38728
3948.5,2144.874691
3949,2106.071579
3949.5,2078.32659
3950,2064.405912
3950.5,2063.127604
3951,2069.414696
3951.5,2076.796372
3952,2084.057547
3952.5,2096.060085
3953,2115.657067
3953.5,2137.82017
3954,2153.209527
3954.5,2156.952006
3955,2150.896094
3955.5,2139.394
3956,2126.150287
3956.5,2116.705276
3957,2120.355604
3957.5,2144.092176
3958,2186.584837
3958.5,2239.600598
3959,2292.511045
3959.5,2335.708357
3960,2363.524618
3960.5,2376.794063
3961,2382.816054
3961.5,2390.200687
3962,2400.889036
3962.5,2410.20866
3963,2415.530802
3963.5,2420.275304
3964,2429.412077
3964.5,2443.531348
3965,2459.44992
3965.5,2474.753483
3966,2489.567708
3966.5,2503.560667
3967,2514.23236
3967.5,2519.48436
3968,2519.216088
3968.5,2515.531197
3969,2512.014072
3969.5,2512.508017
3970,2518.432965
3970.5,2526.862094
3971,2532.962874
3971.5,2534.39162
3972,2533.946766
3972.5,2537.291796
3973,2547.346351
3973.5,2561.846022
3974,2575.89984
3974.5,2586.1467
3975,2592.63114
3975.5,2597.985498
3976,2604.591191
3976.5,2612.988719
3977,2621.180744
3977.5,2625.721151
3978,2624.518256
3978.5,2618.105688
3979,2608.0723
3979.5,2595.005794
3980,2580.044538
3980.5,2566.228533
3981,2556.46714
3981.5,2548.717436
3982,2537.222829
3982.5,2519.256763
3983,2499.314983
3983.5,2485.947882
3984,2484.138531
3984.5,2492.398541
3985,2505.516877
3985.5,2518.599461
3986,2528.449583
3986.5,2532.882239
3987,2531.826328
3987.5,2528.163965
3988,2526.747494
3988.5,2531.710923
3989,2544.674504
3989.5,2565.134513
3990,2589.545828
3990.5,2612.117331
3991,2626.581578
3991.5,2631.102806
3992,2629.584914
3992.5,2627.133755
3993,2625.383202
3993.5,2621.815619
3994,2614.075034
3994.5,2602.177273
3995,2588.388664
3995.5,2575.079766
3996,2564.003143
3996.5,2557.209518
3997,2556.575791
3997.5,2562.071165
3998,2570.310731
3998.5,2575.697652
3999,2573.240683
3999.5,2558.97682
4000,2529.755639
4000.5,2485.563969
4001,2434.543983
4001.494681,2392.148832
4001.989362,2370.110505
4002.484043,2365.68988
4002.978723,2363.841909
4003.473404,2350.787733
4003.968085,2323.655225
4004.462766,2290.290243
4004.957447,2262.09383
4005.452128,2247.472316
4005.946809,2248.261619
4006.441489,2260.149915
4006.93617,2275.584021
4007.430851,2286.500638
4007.925532,2287.010358
4008.420213,2275.727967
4008.914894,2257.646433
4009.409574,2242.932831
4009.904255,2241.057027
4010.398936,2253.995417
4010.893617,2275.337815
4011.388298,2296.473771
4011.882979,2313.707342
4012.37766,2330.182721
4012.87234,2352.14224
4013.367021,2381.380248
4013.861702,2412.538251
4014.356383,2437.213997
4014.851064,2450.007025
4015.345745,2450.962572
4015.840426,2443.157149
4016.335106,2429.805522
4016.829787,2413.73257
4017.324468,2398.950578
4017.819149,2389.351365
4018.31383,2386.354982
4018.808511,2388.79177
4019.303191,2394.943443
4019.797872,2405.563016
4020.292553,2422.184949
4020.787234,2443.066166
4021.281915,2461.103812
4021.776596,2468.138369
4022.271277,2462.074152
4022.765957,2448.441967
4023.260638,2437.304371
4023.755319,2435.34204
4024.25,2441.678059
4024.744681,2450.244702
4025.239362,2455.226867
4025.734043,2455.293772
4026.228723,2452.257563
4026.723404,2449.053647
4027.218085,2447.854287
4027.712766,2450.990022
4028.207447,2460.594846
4028.702128,2475.763963
4029.196809,2492.62553
4029.691489,2506.421368
4030.18617,2513.567568
4030.680851,2511.395328
4031.175532,2500.290759
4031.670213,2485.728519
4032.164894,2475.673221
4032.659574,2474.889853
4033.154255,2481.692352
4033.648936,2491.981554
4034.143617,2503.721426
4034.638298,2516.848412
4035.132979,2530.070486
4035.62766,2541.052584
4036.12234,2549.540102
4036.617021,2556.58375
4037.111702,2562.129196
4037.606383,2564.569459
4038.101064,2563.084148
4038.595745,2559.689103
4039.090426,2557.743375
4039.585106,2559.627726
4040.079787,2566.625373
4040.574468,2580.901477
4041.069149,2603.680649
4041.56383,2630.954015
4042.058511,2652.311976
4042.553191,2654.789288
4043.047872,2628.585101
4043.542553,2569.779913
4044.037234,2480.776583
4044.531915,2369.935813
4045.026596,2252.151782
4045.521277,2146.453076
4046.015957,2067.551282
4046.510638,2018.248081
4047.005319,1990.056121
4047.5,1969.445404
4047.994681,1945.803932
4048.489362,1916.959137
4048.984043,1888.932013
4049.478723,1870.313334
4049.973404,1862.959249
4050.468085,1858.519815
4050.962766,1844.343007
4051.457447,1814.829042
4051.952128,1777.982631
4052.446809,1753.633242
4052.941489,1764.656589
4053.43617,1821.802163
4053.930851,1913.534506
4054.425532,2010.754138
4054.920213,2083.128559
4055.414894,2113.030214
4055.909574,2101.129626
4056.404255,2064.657937
4056.898936,2027.707472
4057.393617,2008.28776
4057.888298,2009.116655
4058.382979,2017.091366
4058.87766,2013.999987
4059.37234,1990.345886
4059.867021,1953.493206
4060.361702,1923.89239
4060.856383,1920.497325
4061.351064,1945.941928
4061.845745,1987.168263
4062.340426,2028.555206
4062.835106,2060.087516
4063.329787,2079.751331
4063.824468,2093.019203
4064.319149,2110.977609
4064.81383,2143.87152
4065.308511,2193.041933
4065.803191,2249.637622
4066.297872,2300.966668
4066.792553,2338.369785
4067.287234,2359.3949
4067.781915,2365.071012
4068.276596,2358.361215
4068.771277,2344.073796
4069.265957,2326.465592
4069.760638,2306.041308
4070.255319,2279.177718
4070.75,2243.057915
4071.244681,2201.070496
4071.739362,2162.643402
4072.234043,2136.949779
4072.728723,2127.12377
4073.223404,2129.975548
4073.718085,2139.742607
4074.212766,2150.884767
4074.707447,2159.701714
4075.202128,2165.888154
4075.696809,2172.235645
4076.191489,2182.370675
4076.68617,2197.561235
4077.180851,2217.326011
4077.675532,2240.665575
4078.170213,2266.089737
4078.664894,2289.723867
4079.159574,2305.061008
4079.654255,2307.842895
4080.148936,2299.961686
4080.643617,2288.258048
4081.138298,2278.873768
4081.632979,2273.714179
4082.12766,2271.14848
4082.62234,2269.36668
4083.117021,2269.232476
4083.611702,2273.257351
4084.106383,2283.888942
4084.601064,2300.542994
4085.095745,2317.867261
4085.590426,2328.665853
4086.085106,2329.060166
4086.579787,2321.56902
4087.074468,2312.014458
4087.569149,2304.702103
4088.06383,2299.67217
4088.558511,2296.795676
4089.053191,2300.711949
4089.547872,2318.198671
4090.042553,2351.241014
4090.537234,2393.198229
4091.031915,2432.790718
4091.526596,2461.302944
4092.021277,2477.004765
4092.515957,2483.341175
4093.010638,2484.238779
4093.505319,2481.766646
4094,2477.235602
4094.494737,2473.326583
4094.989474,2473.247023
4095.484211,2475.042703
4095.978947,2468.167578
4096.473684,2438.940411
4096.968421,2381.764442
4097.463158,2307.554344
4097.957895,2241.707534
4098.452632,2207.190873
4098.947368,2204.918822
4099.442105,2214.421021
4099.936842,2213.439417
4100.431579,2194.821259
4100.926316,2166.942416
4101.421053,2141.52773
4101.915789,2122.307229
4102.410526,2104.149239
4102.905263,2080.01319
4103.4,2045.505345
4103.894737,1999.603131
4104.389474,1945.097412
4104.884211,1888.985338
4105.378947,1843.598439
4105.873684,1823.9162
4106.368421,1840.10484
4106.863158,1889.238553
4107.357895,1954.959789
4107.852632,2016.294924
4108.347368,2057.308137
4108.842105,2073.146113
4109.336842,2070.286418
4109.831579,2062.355233
4110.326316,2062.173647
4110.821053,2074.3476
4111.315789,2093.755987
4111.810526,2110.584637
4112.305263,2117.854254
4112.8,2115.342995
4113.294737,2109.419037
4113.789474,2108.966911
4114.284211,2119.599108
4114.778947,2140.395008
4115.273684,2166.075291
4115.768421,2191.979058
4116.263158,2216.395531
4116.757895,2239.661705
4117.252632,2260.746135
4117.747368,2276.21819
4118.242105,2282.634452
4118.736842,2280.871757
4119.231579,2276.222564
4119.726316,2271.84047
4120.221053,2263.513391
4120.715789,2242.666346
4121.210526,2205.997012
4121.705263,2161.098732
4122.2,2122.864977
4122.694737,2102.966613
4123.189474,2102.399323
4123.684211,2112.851256
4124.178947,2123.256521
4124.673684,2126.292131
4125.168421,2120.057384
4125.663158,2105.662578
4126.157895,2084.152175
4126.652632,2055.01606
4127.147368,2016.348569
4127.642105,1966.149332
4128.136842,1905.148993
4128.631579,1838.56645
4129.126316,1775.229742
4129.621053,1725.129912
4130.115789,1695.573291
4130.610526,1687.968337
4131.105263,1697.331661
4131.6,1714.753492
4132.094737,1731.264453
4132.589474,1740.568721
4133.084211,1740.734072
4133.578947,1734.379969
4134.073684,1726.588858
4134.568421,1720.847784
4135.063158,1715.818041
4135.557895,1708.574782
4136.052632,1699.73034
4136.547368,1695.398983
4137.042105,1704.579607
4137.536842,1733.910191
4138.031579,1784.250447
4138.526316,1848.668001
4139.021053,1913.920617
4139.515789,1965.314271
4140.010526,1992.584264
4140.505263,1993.764442
4141,1974.18438
4141.494737,1943.80705
4141.989474,1913.9797
4142.484211,1894.781223
4142.978947,1892.091208
4143.473684,1903.75298
4143.968421,1918.837004
4144.463158,1921.843613
4144.957895,1902.331031
4145.452632,1860.793033
4145.947368,1807.507664
4146.442105,1754.877073
4146.936842,1710.958975
4147.431579,1680.511828
4147.926316,1667.981363
4148.421053,1676.539119
4148.915789,1703.345007
4149.410526,1740.61635
4149.905263,1782.4718
4150.4,1827.789044
4150.894737,1877.757609
4151.389474,1931.653765
4151.884211,1985.485909
4152.378947,2032.485574
4152.873684,2065.11401
4153.368421,2080.279202
4153.863158,2082.151089
4154.357895,2081.43664
4154.852632,2087.723024
4155.347368,2104.393396
4155.842105,2129.359609
4156.336842,2158.619631
4156.831579,2188.58754
4157.326316,2214.499347
4157.821053,2231.471638
4158.315789,2236.106772
4158.810526,2228.958009
4159.305263,2214.02664
4159.8,2196.732703
4160.294737,2182.630149
4160.789474,2174.664213
4161.284211,2170.456709
4161.778947,2160.844925
4162.273684,2136.66313
